HITId	HITTypeId	Title	Description	Keywords	Reward	CreationTime	MaxAssignments	RequesterAnnotation	AssignmentDurationInSeconds	AutoApprovalDelayInSeconds	Expiration	NumberOfSimilarHITs	LifetimeInSeconds	AssignmentId	WorkerId	AssignmentStatus	AcceptTime	SubmitTime	AutoApprovalTime	ApprovalTime	RejectionTime	RequesterFeedback	WorkTimeInSeconds	LifetimeApprovalRate	Last30DaysApprovalRate	Last7DaysApprovalRate	Answer.age	Answer.befuddle0	Answer.befuddle1	Answer.befuddle2	Answer.befuddle3	Answer.befuddle4	Answer.befuddle5	Answer.befuddleD	Answer.besmirch0	Answer.besmirch1	Answer.besmirch2	Answer.besmirch3	Answer.besmirch4	Answer.besmirch5	Answer.besmirchD	Answer.bigT	Answer.carom0	Answer.carom1	Answer.carom2	Answer.carom3	Answer.carom4	Answer.carom5	Answer.caromD	Answer.country	Answer.debauch0	Answer.debauch1	Answer.debauch2	Answer.debauch3	Answer.debauch4	Answer.debauch5	Answer.debauchD	Answer.easyT	Answer.exfoliate0	Answer.exfoliate1	Answer.exfoliate2	Answer.exfoliate3	Answer.exfoliate4	Answer.exfoliate5	Answer.exfoliateD	Answer.gender	Answer.maleT	Answer.picket0	Answer.picket1	Answer.picket2	Answer.picket3	Answer.picket4	Answer.picket5	Answer.picketD	Answer.scotch0	Answer.scotch1	Answer.scotch2	Answer.scotch3	Answer.scotch4	Answer.scotch5	Answer.scotchD	Answer.shew0	Answer.shew1	Answer.shew2	Answer.shew3	Answer.shew4	Answer.shew5	Answer.shewD	Answer.slaver0	Answer.slaver1	Answer.slaver2	Answer.slaver3	Answer.slaver4	Answer.slaver5	Answer.slaverD	Answer.smallT	Answer.twiddle0	Answer.twiddle1	Answer.twiddle2	Answer.twiddle3	Answer.twiddle4	Answer.twiddle5	Answer.twiddleD	Approve	Reject
3IHWR4LC7DDBNQ8CR0D4GFH12U78IC	3WZJZ0TDWUSYY15X0163M4RXWS80GF	Vocabulary matching and communicating	Help a student with a cognitive science experiment while learning new vocabulary!	survey, demographics, cognitive science, vocabulary, multiple choice	$0.10	Wed Dec 10 15:30:08 GMT 2014	10	BatchId:1762282;	3600	259200	Thu Dec 11 08:42:18 GMT 2014			3W2LOLRXLBFAXABPGF9I9WN2K6FKR8	A32ALQW4U1W3Y5	Submitted	Wed Dec 10 16:55:34 GMT 2014	Wed Dec 10 17:15:05 GMT 2014	Sat Dec 13 09:15:05 PST 2014				1171	0% (0/0)	0% (0/0)	0% (0/0)	24	discombobulate	inebriate	confound	confuse	glance	ricochet	confusing	slander	sully	defame	lookout	confuse	discombobulate	damaging the moral	large	glance	bound	thwart	recoil	spotter	cast off	rebound, support	India	subvert	profane	debase	demoralize	corrupt	pervert	wasting the purity	simple	discombobulate	spoil	manipulate	confound	inebriate	cast off		Female	man	manipulate	lookout man	fiddle with	substantiate	demonstrate	corroborate	group of people	ricochet	corroborate	spoil	glance	bound	salivate	end	discombobulate	confound	foil	shed	demonstrate	affirm	past of show	chip	salivate	ricochet	drivel	slobber	slabber		little	drivel	salivate	sentinel	slobber	drool	fiddle with	back and forth move		
3IHWR4LC7DDBNQ8CR0D4GFH12U78IC	3WZJZ0TDWUSYY15X0163M4RXWS80GF	Vocabulary matching and communicating	Help a student with a cognitive science experiment while learning new vocabulary!	survey, demographics, cognitive science, vocabulary, multiple choice	$0.10	Wed Dec 10 15:30:08 GMT 2014	10	BatchId:1762282;	3600	259200	Thu Dec 11 08:42:18 GMT 2014			3WYP994K17RCVW2MS67B79BHMZAY6L	A3398O28NP1E7Q	Submitted	Thu Dec 11 03:19:42 GMT 2014	Thu Dec 11 03:47:29 GMT 2014	Sat Dec 13 19:47:29 PST 2014				1667	0% (0/0)	0% (0/0)	0% (0/0)	28	discombobulate	reverberate	confound	confuse	intoxicate	ricochet	To muddle or stupefy with or as if with drink	slander	sully	intoxicate	bedevil	sentinel	discombobulate	To cause harm or damage to someone (the reputation of someone or something)	large	glance	sentry	thwart	spoil	break away	ricochet	To strike and rebound	United States	subvert	bound	debase	demoralize	corrupt	pervert	To corrupt by intemperance or sensuality	simple	chip	shed	chip off	break off	break away	intoxicate		Female	man		support	confound	sentinel	sentry	bedevil	To guard (something, such as a road or camp) with a group of soldiers	thwart	recoil	reverberate	demonstrate	dribble	queer	Inclined to frugality	frustrate	break away	cast off	establish	demonstrate	affirm	Older fashion of show	drool	salivate	dribble	break off	slobber	slabber		little	manipulate	go around	swirl	whirl	twirl	fiddle with	To turn something back and forth slightly		
3IV1AEQ4DRD7I1SI9IY4SGW1F9W8JO	3WZJZ0TDWUSYY15X0163M4RXWS80GF	Vocabulary matching and communicating	Help a student with a cognitive science experiment while learning new vocabulary!	survey, demographics, cognitive science, vocabulary, multiple choice	$0.10	Wed Dec 10 15:32:32 GMT 2014	10	BatchId:1762287;	3600	259200	Wed Dec 17 15:32:32 GMT 2014			336YQZE83VEGIBDU4K9VL8AAHUI5MJ	A2FLZZ8Z4YEOPR	Submitted	Thu Dec 11 01:34:16 GMT 2014	Thu Dec 11 01:47:50 GMT 2014	Sat Dec 13 17:47:50 PST 2014				814	0% (0/0)	0% (0/0)	0% (0/0)	59	bound	inebriate	confound	swirl	intoxicate	go around		inebriate	sully	intoxicate	chip	break off	break away		large	glance	sentry	watch	lookout	spotter	sentinel	glance	India	subvert	corroborate	slobber	dribble	corrupt	pervert	debase, corrupt	simple	chip	bedevil	manipulate	break off	break away	cast off		Male	man	manipulate	go around	confound	swirl	demonstrate	whirl		thwart	corroborate	spoil	foil	frustrate	salivate		frustrate	break away	cast off	shed	break off	chip off		chip	chip off	cast off	break off	break away	fiddle with	chip off	little	manipulate	corroborate	dribble	whirl	twirl	fiddle with	rock		
3IV1AEQ4DRD7I1SI9IY4SGW1F9W8JO	3WZJZ0TDWUSYY15X0163M4RXWS80GF	Vocabulary matching and communicating	Help a student with a cognitive science experiment while learning new vocabulary!	survey, demographics, cognitive science, vocabulary, multiple choice	$0.10	Wed Dec 10 15:32:32 GMT 2014	10	BatchId:1762287;	3600	259200	Wed Dec 17 15:32:32 GMT 2014			33LK57MYLT5HNKAOV5CXMLGBAIASZR	A3OTIBWOREHMW1	Submitted	Thu Dec 11 02:25:52 GMT 2014	Thu Dec 11 02:34:18 GMT 2014	Sat Dec 13 18:34:18 PST 2014				506	0% (0/0)	0% (0/0)	0% (0/0)	36	discombobulate	inebriate	confound	confuse	manipulate	go around	confuse	cast off	confound	watch	lookout	confuse	discombobulate	talk bad about. ruin reputation	large	glance	foil	watch	recoil	reverberate	ricochet	Bounce off	United States	subvert	profane	slobber	demoralize	corrupt	pervert	Corrupt. immoral	simple	discombobulate	shed	chip off	break off	break away	cast off	scrub. take layer away	Male	man	establish	support	confound	substantiate	demonstrate	bedevil		substantiate	corroborate	reverberate	foil	frustrate	bounce	foil a plan	frustrate	thwart	cast off	shed	bedevil	chip off		manipulate	recoil	cast off	break off	break away	fiddle with	Salivate	little	drivel	go around	dribble	slobber	twirl	fiddle with	to waste time. fuddle about		
3IV1AEQ4DRD7I1SI9IY4SGW1F9W8JO	3WZJZ0TDWUSYY15X0163M4RXWS80GF	Vocabulary matching and communicating	Help a student with a cognitive science experiment while learning new vocabulary!	survey, demographics, cognitive science, vocabulary, multiple choice	$0.10	Wed Dec 10 15:32:32 GMT 2014	10	BatchId:1762287;	3600	259200	Wed Dec 17 15:32:32 GMT 2014			37TD41K0AH94FRZE3RSPBNFQ1ZPCSB	A30FAKQLD4OLRK	Submitted	Wed Dec 10 16:53:34 GMT 2014	Wed Dec 10 17:08:41 GMT 2014	Sat Dec 13 09:08:41 PST 2014				907	0% (0/0)	0% (0/0)	0% (0/0)	23	discombobulate	inebriate	confound	confuse	intoxicate	bedevil	confused	cast off	shed	defame	bedevil	smear	denigrate	talk badly about	large	shed	bound	bounce	recoil	reverberate	ricochet	rebounds	United States	subvert	profane	debase	demoralize	corrupt	pervert	make bad	simple	chip	shed	chip off	break off	break away	cast off	take away	Female	man	lookout	lookout man	watch	substantiate	demonstrate	corroborate		thwart	corroborate	reverberate	foil	establish	affirm	to end	support	break away	cast off	confuse	baffle	spoil		drool	salivate	dribble	drivel	slobber	slabber	drool	little	manipulate	watch	swirl	whirl	twirl	fiddle with	fiddle with		
3IV1AEQ4DRD7I1SI9IY4SGW1F9W8JO	3WZJZ0TDWUSYY15X0163M4RXWS80GF	Vocabulary matching and communicating	Help a student with a cognitive science experiment while learning new vocabulary!	survey, demographics, cognitive science, vocabulary, multiple choice	$0.10	Wed Dec 10 15:32:32 GMT 2014	10	BatchId:1762287;	3600	259200	Wed Dec 17 15:32:32 GMT 2014			3A0EX8ZRN8OI18JHOXOJIPX90ZCBY8	A2HFGUJBSKIUT1	Submitted	Wed Dec 10 23:17:08 GMT 2014	Wed Dec 10 23:32:05 GMT 2014	Sat Dec 13 15:32:05 PST 2014				897	0% (0/0)	0% (0/0)	0% (0/0)	30	discombobulate	inebriate	confound	swirl	manipulate	go around	muddle	slander	confound	defame	smirch	smear	denigrate	damage reputation	large	lookout man	foil	thwart	recoil	break away	ricochet	rebound	United States	subvert	bound	affirm	demoralize	corrupt	slabber	corrupt	simple	chip	shed	chip off	break off	break away	whirl	layer off	Female	man	lookout	support	watch	confuse	demonstrate	spotter		thwart	corroborate	support	slabber	bound	salivate	wedge, end of	discombobulate	break away	cast off	shed	break off	inebriate		manipulate	go around	ricochet	drivel	slobber	shed	spit	little	manipulate	go around	swirl	whirl	twirl	fiddle with	twirl		
3IV1AEQ4DRD7I1SI9IY4SGW1F9W8JO	3WZJZ0TDWUSYY15X0163M4RXWS80GF	Vocabulary matching and communicating	Help a student with a cognitive science experiment while learning new vocabulary!	survey, demographics, cognitive science, vocabulary, multiple choice	$0.10	Wed Dec 10 15:32:32 GMT 2014	10	BatchId:1762287;	3600	259200	Wed Dec 17 15:32:32 GMT 2014			3CCZ6YKWR7J1BRU0FB5QGM4QHUL59S	A2TXEVTNG04Z2I	Submitted	Wed Dec 10 19:35:44 GMT 2014	Wed Dec 10 19:47:11 GMT 2014	Sat Dec 13 11:47:11 PST 2014				687	0% (0/0)	0% (0/0)	0% (0/0)	22	lookout	watch	fiddle with	swirl	intoxicate	ricochet	to confuse another	sentry	shed	defame	smirch	smear	break away	to ruin or damage ones reputation	large	queer	bound	watch	lookout	break away	cast off	to strike at I think	United States	ricochet	profane	debase	establish	corrupt	demonstrate	to corrupt or destroy	simple	chip	shed	chip off	break off	break away	cast off	to smooth ones surface by removing and breaking off extra particles	Female	man	lookout	lookout man	fiddle with	swirl	twirl	whirl		substantiate	recoil	reverberate	demonstrate	establish	affirm	a drink someone drinks	frustrate	break away	cast off	shed	break off	chip off		drool	salivate	dribble	drivel	slobber	slabber	to allow or let liquid drip from ones mouth	little	drivel	corroborate	dribble	whirl	twirl	fiddle with	to fiddle with, and fuss with		
3IV1AEQ4DRD7I1SI9IY4SGW1F9W8JO	3WZJZ0TDWUSYY15X0163M4RXWS80GF	Vocabulary matching and communicating	Help a student with a cognitive science experiment while learning new vocabulary!	survey, demographics, cognitive science, vocabulary, multiple choice	$0.10	Wed Dec 10 15:32:32 GMT 2014	10	BatchId:1762287;	3600	259200	Wed Dec 17 15:32:32 GMT 2014			3CPLWGV3MOZ51G06JB1CA34C8FDN9S	A2E0XF6CUKNQOI	Submitted	Wed Dec 10 16:23:24 GMT 2014	Wed Dec 10 16:45:45 GMT 2014	Sat Dec 13 08:45:45 PST 2014				1341	0% (0/0)	0% (0/0)	0% (0/0)	30	lookout	inebriate	confound	swirl	intoxicate	bedevil	Cause to become unable to think clearly.	sentry	confound	defame	bedevil	break off	break away	Dirty.	large	glance	sentry	chip	recoil	reverberate	sentinel	A type of seed.	India	support	corroborate	bounce	demoralize	glance	pervert	To corrupt.	simple	swirl	shed	frustrate	queer	inebriate	whirl	Chemical	Male	man	establish	support	confound	substantiate	sentry	spotter		substantiate	corroborate	reverberate	foil	dribble	queer	Drink	support	confound	substantiate	establish	demonstrate	affirm		reverberate	salivate	dribble	drivel	bounce	slabber	A person who dealt in or owned slaves.	little	demonstrate	watch	substantiate	whirl	twirl	fiddle with	To play.		
3IV1AEQ4DRD7I1SI9IY4SGW1F9W8JO	3WZJZ0TDWUSYY15X0163M4RXWS80GF	Vocabulary matching and communicating	Help a student with a cognitive science experiment while learning new vocabulary!	survey, demographics, cognitive science, vocabulary, multiple choice	$0.10	Wed Dec 10 15:32:32 GMT 2014	10	BatchId:1762287;	3600	259200	Wed Dec 17 15:32:32 GMT 2014			3RANCT1ZVFH1KZZCEWRUF4RW4B8BUH	A2C7LAEE7190U8	Submitted	Wed Dec 10 15:35:31 GMT 2014	Wed Dec 10 15:47:01 GMT 2014	Sat Dec 13 07:47:01 PST 2014				690	0% (0/0)	0% (0/0)	0% (0/0)	26	bound	twirl	confound	confuse	intoxicate	go around	confuse	slander	confound	defame	smirch	break off	denigrate	say bad things about someone	large	glance	foil	bounce	recoil	reverberate	cast off	to move balls in circles	United States	subvert	bound	debase	dribble	drool	pervert	to say bad things about someone	simple	chip	spoil	chip off	break off	break away	cast off	to remove something	Female	man	establish	support	affirm	swirl	twirl	corroborate		ricochet	baffle	support	demonstrate	establish	bounce	to stop	discombobulate	break away	cast off	shed	demonstrate	chip off		manipulate	recoil	ricochet	drivel	slobber	fiddle with	to drip saliva	little	manipulate	go around	dribble	whirl	twirl	fiddle with	to bounce something		
3IV1AEQ4DRD7I1SI9IY4SGW1F9W8JO	3WZJZ0TDWUSYY15X0163M4RXWS80GF	Vocabulary matching and communicating	Help a student with a cognitive science experiment while learning new vocabulary!	survey, demographics, cognitive science, vocabulary, multiple choice	$0.10	Wed Dec 10 15:32:32 GMT 2014	10	BatchId:1762287;	3600	259200	Wed Dec 17 15:32:32 GMT 2014			3TVRFO09GKF5ECFJAERBDEM5AN7XLM	AWGF6J9H10SO	Submitted	Wed Dec 10 17:34:07 GMT 2014	Wed Dec 10 17:42:39 GMT 2014	Sat Dec 13 09:42:39 PST 2014				512	0% (0/0)	0% (0/0)	0% (0/0)	27	discombobulate	inebriate	confound	confuse	intoxicate	bedevil	confuse, like from the effect of alcohol	slander	sully	defame	smirch	smear	denigrate	ruin the name or reputation	large	shed	break off	bounce	recoil	break away	ricochet	a rebound at a particular angle	Italy	subvert	profane	debase	demoralize	corrupt	pervert	to corrupt sensually, morally	simple	chip	shed	chip off	break off	break away	cast off	remove the external layer in pieces	Female	man	lookout	lookout man	watch	sentinel	sentry	spotter		thwart	baffle	spoil	foil	frustrate	bounce	to disprove a rumor	support	corroborate	substantiate	establish	demonstrate	affirm		drool	salivate	dribble	drivel	slobber	slabber	to produce an excess of saliva	little	manipulate	go around	swirl	whirl	twirl	fiddle with	gesticulate in idle manner, twirl		
3IV1AEQ4DRD7I1SI9IY4SGW1F9W8JO	3WZJZ0TDWUSYY15X0163M4RXWS80GF	Vocabulary matching and communicating	Help a student with a cognitive science experiment while learning new vocabulary!	survey, demographics, cognitive science, vocabulary, multiple choice	$0.10	Wed Dec 10 15:32:32 GMT 2014	10	BatchId:1762287;	3600	259200	Wed Dec 17 15:32:32 GMT 2014			3YMTUJH0DSG2ZNZEZCRX2UZOB6QT4A	A3LEJ7JKF7ECXT	Submitted	Thu Dec 11 04:54:25 GMT 2014	Thu Dec 11 05:07:54 GMT 2014	Sat Dec 13 21:07:54 PST 2014				809	0% (0/0)	0% (0/0)	0% (0/0)	25	lookout	watch	sentry	recoil	intoxicate	ricochet	make (someone) unable to think clearly.	slander	sully	watch	bedevil	sentinel	break away	damage the reputation of (someone or something) in the opinion of others.	large		sentry	chip	spoil	frustrate	cast off	any of the billiard games played on a table without pockets.	India	support	profane		demoralize	drool	demonstrate	a bout of excessive indulgence in sensual pleasures, especially eating and drinking.	simple	chip	shed	frustrate	fiddle with	break away	cast off	(of a material) come apart or be shed from a surface in scales or layers.	Female	man	lookout	go around	confound	confuse	sentry	bedevil			drool	reverberate	glance	frustrate	salivate	decisively put an end to.	support	corroborate	foil	queer	demonstrate	inebriate		reverberate	salivate	cast off	drivel	bounce	slabber	a person dealing in or owning slaves	little	spotter		swirl	support	affirm	fiddle with	an act of twisting or fiddling with something.		
